countrycode,date,confirmed,deceased,recovered
MU,2020-04-26,332,9,0
JP,2020-04-26,13231,360,235
RS,2020-04-26,6630,125,2
RU,2020-04-26,80949,747,16
RW,2020-04-26,191,0,0
SA,2020-04-26,17522,139,17
SC,2020-04-26,11,0,0
SD,2020-04-26,237,21,0
SE,2020-04-26,18640,2194,16
SG,2020-04-26,13624,12,144
SI,2020-04-26,1396,82,0
SK,2020-04-26,1379,18,7
SL,2020-04-26,93,4,0
SM,2020-04-26,538,41,4
SN,2020-04-26,671,8,5
SO,2020-04-26,436,23,0
SR,2020-04-26,10,1,0
SS,2020-04-26,6,0,0
ST,2020-04-26,4,0,0
SV,2020-04-26,298,8,0
SY,2020-04-26,43,3,0
SZ,2020-04-26,59,1,0
TD,2020-04-26,46,0,0
RO,2020-04-26,11036,619,64
TG,2020-04-26,98,6,0
QA,2020-04-26,10287,10,33
PT,2020-04-26,23864,903,5
NZ,2020-04-26,1470,18,0
JO,2020-04-26,447,7,1
NP,2020-04-26,52,0,1
NO,2020-04-26,7511,201,6
NL,2020-04-26,38040,4491,3
NI,2020-04-26,13,3,0
NG,2020-04-26,1182,35,2
NA,2020-04-26,16,0,0
MZ,2020-04-26,76,0,0
MY,2020-04-26,5780,98,139
MX,2020-04-26,13842,1305,4
MW,2020-04-26,34,3,0
MV,2020-04-26,214,0,3
OM,2020-04-26,1998,10,17
PA,2020-04-26,5538,159,1
PE,2020-04-26,27517,728,1
PG,2020-04-26,8,0,0
PH,2020-04-26,7579,501,18
PK,2020-04-26,13328,281,13
PL,2020-04-26,11617,535,13
PS,2020-04-26,342,2,16
PY,2020-04-26,228,9,0
TH,2020-04-26,2922,51,52
NE,2020-04-26,696,29,0
TN,2020-04-26,949,38,1
ME,2020-04-26,321,7,0
MD,2020-04-26,3408,96,2
MC,2020-04-26,94,4,1
MA,2020-04-26,4065,161,3
LY,2020-04-26,61,2,0
LV,2020-04-26,812,12,1
LU,2020-04-26,3723,88,6
LT,2020-04-26,1438,41,1
LR,2020-04-26,124,12,0
LK,2020-04-26,523,7,3
LI,2020-04-26,82,1,0
LC,2020-04-26,15,0,0
LB,2020-04-26,707,24,8
LA,2020-04-26,19,0,0
KZ,2020-04-26,2693,25,0
KW,2020-04-26,3075,20,30
KN,2020-04-26,15,0,0
KH,2020-04-26,122,0,2
KG,2020-04-26,682,8,0
KE,2020-04-26,355,14,0
TL,2020-04-26,24,0,0
MG,2020-04-26,124,0,0
MK,2020-04-26,1386,61,1
KR,2020-04-26,10728,242,3166
MM,2020-04-26,146,5,0
ML,2020-04-26,389,23,0
TT,2020-04-26,115,8,0
TW,2020-04-26,429,6,28
TZ,2020-04-26,299,10,0
UG,2020-04-26,79,0,0
US,2020-04-26,963379,54810,0
UY,2020-04-26,596,14,0
UZ,2020-04-26,1869,8,0
VA,2020-04-26,9,0,0
VC,2020-04-26,14,0,0
UA,2020-04-26,8617,209,1
VN,2020-04-26,270,0,17
MN,2020-04-26,38,0,0
VE,2020-04-26,323,10,15
MR,2020-04-26,7,1,0
MSZ,2020-04-26,9,2,0
ZW,2020-04-26,31,4,0
TR,2020-04-26,110130,2805,0
ZA,2020-04-26,4546,87,2
YE,2020-04-26,1,0,0
XK,2020-04-26,510,12,0
ZM,2020-04-26,88,3,0
DK,2020-04-27,8896,427,15
GA,2020-04-27,211,3,0
FR,2020-04-27,165962,23148,2201
FJ,2020-04-27,18,0,0
FI,2020-04-27,4695,193,10
ET,2020-04-27,124,3,0
ES,2020-04-27,209465,21952,2575
ER,2020-04-27,39,0,0
EH,2020-04-27,6,0,0
EG,2020-04-27,4782,337,56
EE,2020-04-27,1647,50,4
EC,2020-04-27,23240,663,3
DZ,2020-04-27,3517,432,65
DO,2020-04-27,6293,282,0
DM,2020-04-27,16,0,0
DJ,2020-04-27,1035,2,0
GD,2020-04-27,18,0,0
DE,2020-04-27,158434,6061,266
DP,2020-04-27,712,13,587
HR,2020-04-27,2039,59,5
GH,2020-04-27,1550,11,0
IS,2020-04-27,1792,10,5
IR,2020-04-27,91472,5806,7913
CZ,2020-04-27,7445,223,6
IQ,2020-04-27,1847,88,57
IN,2020-04-27,29451,939,24
IL,2020-04-27,15555,204,37
IE,2020-04-27,19648,1102,5
ID,2020-04-27,9096,765,30
GE,2020-04-27,497,6,3
HU,2020-04-27,2583,280,16
HN,2020-04-27,661,61,0
GY,2020-04-27,74,8,0
GW,2020-04-27,73,1,0
GT,2020-04-27,500,15,0
GR,2020-04-27,2534,136,19
GQ,2020-04-27,258,1,0
GN,2020-04-27,1163,7,0
GM,2020-04-27,10,1,0
HT,2020-04-27,74,6,0
CY,2020-04-27,822,15,3
BH,2020-04-27,2723,8,160
CU,2020-04-27,1389,56,0
BF,2020-04-27,632,42,5
BE,2020-04-27,46687,7207,340
BD,2020-04-27,5913,152,3
BB,2020-04-27,79,6,0
BA,2020-04-27,1565,60,2
AZ,2020-04-27,1678,22,11
AU,2020-04-27,6721,83,119
AT,2020-04-27,15274,549,9
BG,2020-04-27,1363,58,3
AR,2020-04-27,3892,192,27
AM,2020-04-27,1808,29,2
AL,2020-04-27,736,28,2
AG,2020-04-27,24,3,0
AF,2020-04-27,1703,57,1
AE,2020-04-27,10839,82,38
AD,2020-04-27,738,40,1
IT,2020-04-27,199414,26977,7024
GB,2020-04-27,157149,24393,135
AO,2020-04-27,27,2,0
CV,2020-04-27,109,1,0
BI,2020-04-27,11,1,0
BN,2020-04-27,138,1,2
CR,2020-04-27,697,6,2
CO,2020-04-27,5379,244,3
CN,2020-04-27,83912,4637,72819
CM,2020-04-27,1621,56,2
CL,2020-04-27,13813,198,8
CI,2020-04-27,1164,14,2
CH,2020-04-27,29164,1665,131
CG,2020-04-27,200,6,0
BJ,2020-04-27,64,1,0
CF,2020-04-27,19,0,0
CA,2020-04-27,48643,2811,0
BZ,2020-04-27,18,2,0
BY,2020-04-27,11289,75,15
BW,2020-04-27,22,1,0
BT,2020-04-27,7,0,0
BS,2020-04-27,80,11,0
BR,2020-04-27,66501,4543,2
BO,2020-04-27,950,50,0
CD,2020-04-27,459,28,0
JM,2020-04-27,350,7,2
JO,2020-04-27,449,7,1
JP,2020-04-27,13441,372,235
ST,2020-04-27,4,0,0
SS,2020-04-27,6,0,0
SR,2020-04-27,10,1,0
SO,2020-04-27,480,26,0
SN,2020-04-27,736,9,5
SM,2020-04-27,538,41,4
SL,2020-04-27,93,4,0
SK,2020-04-27,1381,18,7
SI,2020-04-27,1402,83,0
SG,2020-04-27,14423,14,144
SE,2020-04-27,18926,2274,16
SD,2020-04-27,275,22,0
SC,2020-04-27,11,0,0
SA,2020-04-27,18811,144,17
RW,2020-04-27,207,0,0
RU,2020-04-27,87147,794,16
RS,2020-04-27,6630,125,2
RO,2020-04-27,11339,641,64
QA,2020-04-27,11244,10,33
PY,2020-04-27,228,9,0
PT,2020-04-27,24027,928,5
SV,2020-04-27,323,8,0
PS,2020-04-27,342,2,16
SY,2020-04-27,43,3,0
TD,2020-04-27,46,0,0
ZW,2020-04-27,31,4,0
ZM,2020-04-27,88,3,0
ZA,2020-04-27,4793,90,2
YE,2020-04-27,1,0,0
XK,2020-04-27,510,12,0
VN,2020-04-27,270,0,17
VE,2020-04-27,325,10,15
VA,2020-04-27,9,0,0
UZ,2020-04-27,1904,8,0
UY,2020-04-27,606,15,0
US,2020-04-27,987022,56144,0
UG,2020-04-27,79,0,0
UA,2020-04-27,9009,220,1
TZ,2020-04-27,299,10,0
TW,2020-04-27,429,6,28
TT,2020-04-27,116,8,0
TR,2020-04-27,112261,2900,0
TN,2020-04-27,967,39,1
TL,2020-04-27,24,0,0
TH,2020-04-27,2931,52,52
TG,2020-04-27,98,6,0
SZ,2020-04-27,65,1,0
PL,2020-04-27,11902,562,13
VC,2020-04-27,15,0,0
PH,2020-04-27,7777,511,18
ME,2020-04-27,321,7,0
MD,2020-04-27,3481,102,2
MC,2020-04-27,95,4,1
MA,2020-04-27,4120,162,3
LY,2020-04-27,61,2,0
LV,2020-04-27,818,13,1
LU,2020-04-27,3729,88,6
LT,2020-04-27,1449,41,1
LR,2020-04-27,124,12,0
LK,2020-04-27,588,7,3
LI,2020-04-27,82,1,0
LC,2020-04-27,15,0,0
LB,2020-04-27,710,24,8
LA,2020-04-27,19,0,0
KZ,2020-04-27,2835,25,0
KW,2020-04-27,3288,22,30
KN,2020-04-27,15,0,0
KH,2020-04-27,122,0,2
KG,2020-04-27,695,8,0
KE,2020-04-27,363,14,0
PK,2020-04-27,13915,292,13
MG,2020-04-27,128,0,0
MK,2020-04-27,1399,65,1
KR,2020-04-27,10738,243,3166
MM,2020-04-27,146,5,0
ML,2020-04-27,408,23,0
PE,2020-04-27,28699,782,1
PA,2020-04-27,5779,165,1
PG,2020-04-27,8,0,0
NZ,2020-04-27,1469,19,0
NP,2020-04-27,52,0,1
NO,2020-04-27,7554,205,6
NL,2020-04-27,38440,4534,3
NI,2020-04-27,13,3,0
NG,2020-04-27,1273,40,2
NE,2020-04-27,701,29,0
OM,2020-04-27,2049,10,17
MZ,2020-04-27,76,0,0
NA,2020-04-27,16,0,0
MR,2020-04-27,7,1,0
MT,2020-04-27,450,4,2
MU,2020-04-27,334,10,0
MSZ,2020-04-27,9,2,0
MW,2020-04-27,36,3,0
MX,2020-04-27,14677,1351,4
MY,2020-04-27,5820,99,139
MV,2020-04-27,226,0,3
MN,2020-04-27,38,0,0
FR,2020-04-28,169052,23512,2201
GA,2020-04-28,238,3,0
EH,2020-04-28,6,0,0
FJ,2020-04-28,18,0,0
FI,2020-04-28,4740,199,10
ET,2020-04-28,126,3,0
ES,2020-04-28,210773,22233,2575
ER,2020-04-28,39,0,0
DP,2020-04-28,712,13,587
EE,2020-04-28,1660,50,4
EC,2020-04-28,24258,871,3
DZ,2020-04-28,3649,437,65
DO,2020-04-28,6416,286,0
DM,2020-04-28,16,0,0
DK,2020-04-28,9049,434,15
DJ,2020-04-28,1072,2,0
DE,2020-04-28,159735,6280,266
EG,2020-04-28,5042,359,56
GD,2020-04-28,18,0,0
HR,2020-04-28,2047,63,5
GH,2020-04-28,1671,16,0
IS,2020-04-28,1795,10,5
CZ,2020-04-28,7486,225,6
IR,2020-04-28,92584,5877,7913
IQ,2020-04-28,1928,90,57
IN,2020-04-28,31360,1008,24
IL,2020-04-28,15728,210,37
IE,2020-04-28,19877,1159,5
ID,2020-04-28,9511,773,30
GE,2020-04-28,511,6,3
HU,2020-04-28,2649,291,16
HN,2020-04-28,702,64,0
GY,2020-04-28,74,8,0
GW,2020-04-28,73,1,0
GT,2020-04-28,530,15,0
GR,2020-04-28,2566,138,19
GQ,2020-04-28,315,1,0
GN,2020-04-28,1240,7,0
GM,2020-04-28,10,1,0
HT,2020-04-28,76,6,0
CY,2020-04-28,837,15,3
BG,2020-04-28,1399,58,3
CU,2020-04-28,1437,58,0
BF,2020-04-28,638,42,5
BE,2020-04-28,47334,7331,340
BD,2020-04-28,6462,155,3
BB,2020-04-28,80,6,0
BA,2020-04-28,1585,63,2
AZ,2020-04-28,1717,22,11
AU,2020-04-28,6740,88,119
AT,2020-04-28,15357,569,9
BH,2020-04-28,2811,8,160
AR,2020-04-28,4003,197,27
AM,2020-04-28,1867,30,2
AL,2020-04-28,750,30,2
AG,2020-04-28,24,3,0
AF,2020-04-28,1828,58,1
AE,2020-04-28,11380,89,38
AD,2020-04-28,743,40,1
GB,2020-04-28,161145,25302,135
IT,2020-04-28,201505,27359,7024
AO,2020-04-28,27,2,0
CV,2020-04-28,114,1,0
BI,2020-04-28,11,1,0
BN,2020-04-28,138,1,2
CR,2020-04-28,705,6,2
CO,2020-04-28,5597,253,3
CN,2020-04-28,83938,4637,72819
CM,2020-04-28,1705,58,2
CL,2020-04-28,14365,207,8
CI,2020-04-28,1164,14,2
CH,2020-04-28,29264,1699,131
CG,2020-04-28,207,8,0
BJ,2020-04-28,64,1,0
CF,2020-04-28,50,0,0
CA,2020-04-28,51091,2980,0
BZ,2020-04-28,18,2,0
BY,2020-04-28,12208,79,15
BW,2020-04-28,23,1,0
BT,2020-04-28,7,0,0
BS,2020-04-28,80,11,0
BR,2020-04-28,71886,5017,2
BO,2020-04-28,1014,53,0
CD,2020-04-28,471,30,0
JM,2020-04-28,364,7,2
JO,2020-04-28,449,8,1
JP,2020-04-28,13614,385,235
ST,2020-04-28,8,0,0
SS,2020-04-28,34,0,0
SR,2020-04-28,10,1,0
SO,2020-04-28,528,28,0
SN,2020-04-28,823,9,5
SM,2020-04-28,553,41,4
SL,2020-04-28,104,4,0
SK,2020-04-28,1384,20,7
SI,2020-04-28,1408,86,0
SG,2020-04-28,14951,14,144
SE,2020-04-28,19621,2355,16
SD,2020-04-28,318,25,0
SC,2020-04-28,11,0,0
SA,2020-04-28,20077,152,17
RW,2020-04-28,212,0,0
RU,2020-04-28,93558,867,16
RS,2020-04-28,6630,125,2
RO,2020-04-28,11616,663,64
QA,2020-04-28,11921,10,33
PY,2020-04-28,230,9,0
PT,2020-04-28,24322,948,5
SV,2020-04-28,345,8,0
PS,2020-04-28,342,2,16
SY,2020-04-28,43,3,0
TD,2020-04-28,52,2,0
TW,2020-04-28,429,6,28
TZ,2020-04-28,299,10,0
UA,2020-04-28,9410,239,1
UG,2020-04-28,79,0,0
US,2020-04-28,1011600,58343,0
UY,2020-04-28,620,15,0
UZ,2020-04-28,1939,8,0
VA,2020-04-28,10,0,0
VE,2020-04-28,329,10,15
VN,2020-04-28,270,0,17
XK,2020-04-28,510,12,0
YE,2020-04-28,1,0,0
ZA,2020-04-28,4996,93,2
ZM,2020-04-28,95,3,0
ZW,2020-04-28,32,4,0
TT,2020-04-28,116,8,0
TR,2020-04-28,114653,2992,0
TN,2020-04-28,975,40,1
TL,2020-04-28,24,0,0
TH,2020-04-28,2938,54,52
TG,2020-04-28,99,6,0
SZ,2020-04-28,71,1,0
PL,2020-04-28,12218,596,13
VC,2020-04-28,15,0,0
PH,2020-04-28,7958,530,18
ME,2020-04-28,321,7,0
MD,2020-04-28,3638,103,2
MC,2020-04-28,95,4,1
MA,2020-04-28,4252,165,3
LY,2020-04-28,61,2,0
LV,2020-04-28,836,13,1
LU,2020-04-28,3741,89,6
LT,2020-04-28,1344,44,1
LR,2020-04-28,141,16,0
LK,2020-04-28,619,7,3
LI,2020-04-28,82,1,0
LC,2020-04-28,15,0,0
LB,2020-04-28,717,24,8
LA,2020-04-28,19,0,0
KZ,2020-04-28,3027,25,0
KW,2020-04-28,3440,23,30
KN,2020-04-28,15,0,0
KH,2020-04-28,122,0,2
KG,2020-04-28,708,8,0
KE,2020-04-28,374,14,0
PK,2020-04-28,14612,312,13
MG,2020-04-28,128,0,0
MK,2020-04-28,1421,71,1
KR,2020-04-28,10752,244,3166
MM,2020-04-28,149,5,0
PG,2020-04-28,8,0,0
ML,2020-04-28,424,24,0
PE,2020-04-28,31190,854,1
PA,2020-04-28,6021,167,1
NZ,2020-04-28,1472,19,0
NP,2020-04-28,54,0,1
NO,2020-04-28,7619,206,6
NL,2020-04-28,38612,4582,3
NI,2020-04-28,13,3,0
NG,2020-04-28,1337,40,2
NE,2020-04-28,701,29,0
OM,2020-04-28,2131,10,17
MZ,2020-04-28,76,0,0
NA,2020-04-28,16,0,0
MSZ,2020-04-28,9,2,0
MU,2020-04-28,334,10,0
MV,2020-04-28,250,0,3
MT,2020-04-28,458,4,2
MX,2020-04-28,15529,1434,4
MN,2020-04-28,38,0,0
MY,2020-04-28,5851,100,139
MW,2020-04-28,36,3,0
MR,2020-04-28,7,1,0
FJ,2020-04-29,18,0,0
FI,2020-04-29,4906,206,10
EE,2020-04-29,1666,50,4
ET,2020-04-29,130,3,0
ES,2020-04-29,212917,22656,2575
ER,2020-04-29,39,0,0
EH,2020-04-29,6,0,0
EG,2020-04-29,5268,380,56
DO,2020-04-29,6652,293,0
DZ,2020-04-29,3848,444,65
DP,2020-04-29,712,13,587
DM,2020-04-29,16,0,0
DK,2020-04-29,9206,443,15
DJ,2020-04-29,1077,2,0
FR,2020-04-29,166541,23936,2201
DE,2020-04-29,161197,6405,266
CZ,2020-04-29,7579,227,6
EC,2020-04-29,24258,871,3
GA,2020-04-29,238,3,0
HN,2020-04-29,738,66,0
GE,2020-04-29,517,6,3
IQ,2020-04-29,2003,92,57
CY,2020-04-29,843,15,3
IN,2020-04-29,33062,1079,24
IL,2020-04-29,15834,215,37
IE,2020-04-29,20253,1190,5
ID,2020-04-29,9771,784,30
HU,2020-04-29,2727,300,16
HT,2020-04-29,76,6,0
HR,2020-04-29,2062,67,5
GY,2020-04-29,74,8,0
GW,2020-04-29,73,1,0
GT,2020-04-29,557,16,0
GR,2020-04-29,2576,139,19
GQ,2020-04-29,315,1,0
GN,2020-04-29,1351,7,0
GM,2020-04-29,10,1,0
GH,2020-04-29,1671,16,0
GD,2020-04-29,20,0,0
CV,2020-04-29,114,1,0
BF,2020-04-29,641,43,5
CR,2020-04-29,713,6,2
BE,2020-04-29,47859,7501,340
BD,2020-04-29,7103,163,3
BB,2020-04-29,80,7,0
BA,2020-04-29,1677,65,2
AZ,2020-04-29,1766,23,11
AU,2020-04-29,6745,91,119
AT,2020-04-29,15402,580,9
AR,2020-04-29,4285,214,27
AO,2020-04-29,27,2,0
AM,2020-04-29,1932,30,2
AL,2020-04-29,766,30,2
AG,2020-04-29,24,3,0
AF,2020-04-29,1939,60,1
AE,2020-04-29,11929,98,38
AD,2020-04-29,743,42,1
GB,2020-04-29,165221,26097,135
IR,2020-04-29,93657,5957,7913
BG,2020-04-29,1447,64,3
BH,2020-04-29,2921,8,160
BI,2020-04-29,11,1,0
BJ,2020-04-29,64,1,0
CO,2020-04-29,6207,278,3
CN,2020-04-29,83940,4637,72819
CM,2020-04-29,1806,61,2
CL,2020-04-29,14885,216,8
CI,2020-04-29,1238,14,2
CH,2020-04-29,29407,1716,131
CG,2020-04-29,207,8,0
CF,2020-04-29,50,0,0
CU,2020-04-29,1467,58,0
CD,2020-04-29,491,30,0
BZ,2020-04-29,18,2,0
BY,2020-04-29,13181,84,15
BW,2020-04-29,23,1,0
BT,2020-04-29,7,0,0
BS,2020-04-29,80,11,0
BR,2020-04-29,79218,5507,2
BO,2020-04-29,1053,55,0
BN,2020-04-29,138,1,2
CA,2020-04-29,52831,3151,0
IS,2020-04-29,1797,10,5
IT,2020-04-29,203591,27682,7024
UZ,2020-04-29,2002,9,0
SS,2020-04-29,34,0,0
SR,2020-04-29,10,1,0
SO,2020-04-29,582,28,0
SM,2020-04-29,563,41,4
SL,2020-04-29,104,4,0
SK,2020-04-29,1391,22,7
SI,2020-04-29,1418,89,0
SG,2020-04-29,15641,14,144
SE,2020-04-29,20302,2462,16
SD,2020-04-29,375,28,0
SC,2020-04-29,11,0,0
SA,2020-04-29,21402,157,17
RW,2020-04-29,225,0,0
RU,2020-04-29,99399,972,16
RS,2020-04-29,6630,125,2
RO,2020-04-29,11978,693,64
QA,2020-04-29,12564,10,33
PY,2020-04-29,239,9,0
PT,2020-04-29,24505,973,5
PS,2020-04-29,344,2,16
PL,2020-04-29,12640,624,13
ST,2020-04-29,8,0,0
SV,2020-04-29,377,9,0
SY,2020-04-29,43,3,0
SZ,2020-04-29,91,1,0
ZW,2020-04-29,32,4,0
ZM,2020-04-29,97,3,0
ZA,2020-04-29,5350,103,2
YE,2020-04-29,6,0,0
XK,2020-04-29,510,12,0
VN,2020-04-29,270,0,17
VE,2020-04-29,329,10,15
VC,2020-04-29,15,0,0
VA,2020-04-29,10,0,0
JM,2020-04-29,396,7,2
PK,2020-04-29,15525,343,13
UY,2020-04-29,625,15,0
UG,2020-04-29,81,0,0
UA,2020-04-29,9866,250,1
TZ,2020-04-29,480,16,0
TT,2020-04-29,116,8,0
TR,2020-04-29,117589,3081,0
TN,2020-04-29,980,40,1
TL,2020-04-29,24,0,0
TH,2020-04-29,2947,54,52
TG,2020-04-29,109,7,0
TD,2020-04-29,52,2,0
US,2020-04-29,1037970,60853,0
PH,2020-04-29,8212,558,18
SN,2020-04-29,882,9,5
PE,2020-04-29,33931,943,1
MD,2020-04-29,3771,107,2
MC,2020-04-29,95,4,1
MA,2020-04-29,4321,168,3
LY,2020-04-29,61,2,0
LV,2020-04-29,849,15,1
LU,2020-04-29,3769,89,6
LT,2020-04-29,1375,45,1
LR,2020-04-29,141,16,0
LK,2020-04-29,649,7,3
LI,2020-04-29,82,1,0
ME,2020-04-29,322,7,0
LC,2020-04-29,17,0,0
LA,2020-04-29,19,0,0
KZ,2020-04-29,3138,25,0
KW,2020-04-29,3740,24,30
KR,2020-04-29,10761,246,3166
PG,2020-04-29,8,0,0
KH,2020-04-29,122,0,2
KG,2020-04-29,729,8,0
KE,2020-04-29,384,15,0
JP,2020-04-29,13736,394,235
JO,2020-04-29,451,8,1
LB,2020-04-29,721,24,8
MG,2020-04-29,128,0,0
KN,2020-04-29,15,0,0
ML,2020-04-29,482,25,0
MK,2020-04-29,1442,73,1
PA,2020-04-29,6200,176,1
OM,2020-04-29,2274,10,17
NZ,2020-04-29,1474,19,0
NO,2020-04-29,7710,207,6
NL,2020-04-29,38998,4727,3
NI,2020-04-29,13,3,0
NG,2020-04-29,1728,51,2
NE,2020-04-29,709,31,0
NA,2020-04-29,16,0,0
MZ,2020-04-29,76,0,0
NP,2020-04-29,57,0,1
MX,2020-04-29,16752,1569,4
MY,2020-04-29,5945,100,139
MN,2020-04-29,38,0,0
MR,2020-04-29,8,1,0
MSZ,2020-04-29,9,2,0
MM,2020-04-29,150,6,0
MT,2020-04-29,463,4,2
MU,2020-04-29,334,10,0
MV,2020-04-29,278,1,3
MW,2020-04-29,36,3,0
FI,2020-04-30,4995,211,10
EE,2020-04-30,1689,52,4
ES,2020-04-30,213435,22906,2575
ER,2020-04-30,39,0,0
EH,2020-04-30,6,0,0
EG,2020-04-30,5537,392,56
FJ,2020-04-30,18,0,0
ET,2020-04-30,131,3,0
DO,2020-04-30,6972,301,0
DZ,2020-04-30,4006,450,65
DP,2020-04-30,712,13,587
DM,2020-04-30,16,0,0
DK,2020-04-30,9356,452,15
DJ,2020-04-30,1089,2,0
CZ,2020-04-30,7682,236,6
FR,2020-04-30,167299,24222,2201
DE,2020-04-30,163009,6623,266
EC,2020-04-30,24934,900,3
GA,2020-04-30,276,3,0
HR,2020-04-30,2076,69,5
GE,2020-04-30,539,6,3
CY,2020-04-30,850,15,3
IR,2020-04-30,94640,6028,7913
IQ,2020-04-30,2085,93,57
IN,2020-04-30,34862,1154,24
IL,2020-04-30,15946,222,37
IE,2020-04-30,20612,1232,5
ID,2020-04-30,10118,792,30
HU,2020-04-30,2775,312,16
GD,2020-04-30,20,0,0
HT,2020-04-30,76,7,0
GY,2020-04-30,82,9,0
GW,2020-04-30,205,1,0
GT,2020-04-30,585,16,0
GR,2020-04-30,2591,140,19
GQ,2020-04-30,315,1,0
GN,2020-04-30,1495,7,0
GM,2020-04-30,11,1,0
GH,2020-04-30,2074,17,0
HN,2020-04-30,771,71,0
CV,2020-04-30,121,1,0
IS,2020-04-30,1797,10,5
CR,2020-04-30,719,6,2
BF,2020-04-30,645,43,5
BE,2020-04-30,48519,7594,340
BD,2020-04-30,7667,168,3
BB,2020-04-30,81,7,0
BA,2020-04-30,1757,69,2
AZ,2020-04-30,1804,24,11
AU,2020-04-30,6766,93,119
AT,2020-04-30,15452,584,9
AR,2020-04-30,4285,216,27
AO,2020-04-30,27,2,0
AM,2020-04-30,2066,32,2
AL,2020-04-30,773,31,2
AG,2020-04-30,24,3,0
AF,2020-04-30,2171,64,1
AE,2020-04-30,12481,105,38
AD,2020-04-30,745,42,1
GB,2020-04-30,171253,26771,135
BG,2020-04-30,1506,66,3
BH,2020-04-30,3040,8,160
BI,2020-04-30,11,1,0
BJ,2020-04-30,64,1,0
CO,2020-04-30,6507,293,3
CN,2020-04-30,83944,4637,72819
CM,2020-04-30,1832,61,2
CL,2020-04-30,16023,227,8
CI,2020-04-30,1275,14,2
CH,2020-04-30,29586,1737,131
CG,2020-04-30,220,9,0
CF,2020-04-30,50,0,0
CU,2020-04-30,1501,61,0
CD,2020-04-30,500,31,0
BZ,2020-04-30,18,2,0
BY,2020-04-30,14027,89,15
BW,2020-04-30,23,1,0
BT,2020-04-30,7,0,0
BS,2020-04-30,80,11,0
BR,2020-04-30,85380,5901,2
BO,2020-04-30,1110,59,0
BN,2020-04-30,138,1,2
CA,2020-04-30,54430,3303,0
IT,2020-04-30,205463,27967,7024
US,2020-04-30,1068696,62906,0
JO,2020-04-30,453,8,1
SS,2020-04-30,35,0,0
SR,2020-04-30,10,1,0
SO,2020-04-30,601,28,0
SN,2020-04-30,933,9,5
SM,2020-04-30,569,41,4
SL,2020-04-30,124,7,0
SK,2020-04-30,1396,23,7
SI,2020-04-30,1429,91,0
SG,2020-04-30,16169,15,144
SE,2020-04-30,21092,2586,16
SD,2020-04-30,442,31,0
SC,2020-04-30,11,0,0
SA,2020-04-30,22753,162,17
RW,2020-04-30,243,0,0
RU,2020-04-30,106498,1073,16
RS,2020-04-30,9009,179,2
RO,2020-04-30,12240,717,64
QA,2020-04-30,13409,10,33
PY,2020-04-30,249,9,0
PT,2020-04-30,25045,989,5
PS,2020-04-30,344,2,16
ST,2020-04-30,14,0,0
SV,2020-04-30,395,9,0
SY,2020-04-30,43,3,0
SZ,2020-04-30,100,1,0
ZW,2020-04-30,40,4,0
ZM,2020-04-30,106,3,0
ZA,2020-04-30,5647,103,2
YE,2020-04-30,6,2,0
XK,2020-04-30,799,22,0
VN,2020-04-30,270,0,17
VE,2020-04-30,333,16,15
VC,2020-04-30,16,0,0
VA,2020-04-30,11,0,0
UZ,2020-04-30,2039,9,0
PL,2020-04-30,12877,644,13
UY,2020-04-30,643,17,0
UA,2020-04-30,10406,261,1
TZ,2020-04-30,480,16,0
TW,2020-04-30,429,6,307
TT,2020-04-30,116,8,0
TR,2020-04-30,120204,3174,0
TN,2020-04-30,994,41,1
TL,2020-04-30,24,0,0
TH,2020-04-30,2954,54,52
TG,2020-04-30,116,9,0
TD,2020-04-30,73,5,0
UG,2020-04-30,83,0,0
PK,2020-04-30,16473,361,13
JM,2020-04-30,396,7,2
PG,2020-04-30,8,0,0
MD,2020-04-30,3897,116,2
MC,2020-04-30,95,4,1
MA,2020-04-30,4423,170,3
LY,2020-04-30,61,3,0
LV,2020-04-30,858,15,1
LU,2020-04-30,3784,90,6
LT,2020-04-30,1385,45,1
LR,2020-04-30,141,16,0
LK,2020-04-30,663,7,3
LI,2020-04-30,82,1,0
LC,2020-04-30,17,0,0
LB,2020-04-30,725,24,8
LA,2020-04-30,19,0,0
KZ,2020-04-30,3402,25,0
KW,2020-04-30,4024,26,30
KR,2020-04-30,10765,247,3166
KH,2020-04-30,122,0,2
KG,2020-04-30,746,8,0
KE,2020-04-30,396,17,0
JP,2020-04-30,13965,425,235
PH,2020-04-30,8488,568,18
ME,2020-04-30,322,7,0
MG,2020-04-30,128,0,0
KN,2020-04-30,15,0,0
ML,2020-04-30,490,26,0
MK,2020-04-30,1465,77,1
PA,2020-04-30,6378,178,1
OM,2020-04-30,2348,11,17
PE,2020-04-30,36976,1051,1
NP,2020-04-30,57,0,1
NO,2020-04-30,7738,210,6
NL,2020-04-30,39512,4811,3
NI,2020-04-30,14,3,0
NG,2020-04-30,1932,58,2
NE,2020-04-30,713,32,0
NA,2020-04-30,16,0,0
NZ,2020-04-30,1476,19,0
MY,2020-04-30,6002,102,139
MZ,2020-04-30,76,0,0
MN,2020-04-30,38,0,0
MSZ,2020-04-30,9,2,0
MT,2020-04-30,465,4,2
MR,2020-04-30,8,1,0
MV,2020-04-30,468,1,3
MW,2020-04-30,37,3,0
MX,2020-04-30,17799,1732,4
MU,2020-04-30,332,10,0
MM,2020-04-30,150,6,0
